ATC5;l_atc5;age;sexe;nbc;REM;BSE;BOITES
N05AX08;RISPERIDONE;60;2;122790;7.091.834,45;7.619.887,51;796765
N05AX08;RISPERIDONE;60;9;24;548,98;552,56;74
N05AX08;RISPERIDONE;99;9;86;2.370,04;2.612,79;225
N05AX12;ARIPIPRAZOLE;0;1;14883;2.536.579,75;3.159.010,25;108214
N05AX12;ARIPIPRAZOLE;0;2;15737;1.881.464,09;2.412.566,03;96383
N05AX12;ARIPIPRAZOLE;0;9;26;583,71;754,64;42
N05AX12;ARIPIPRAZOLE;20;1;82295;36.166.359,94;38.777.156,44;773725
N05AX12;ARIPIPRAZOLE;20;2;101647;30.765.384,60;33.289.911,39;898730
N05AX12;ARIPIPRAZOLE;60;1;16930;4.524.929,14;4.749.122,21;167281
N05AX12;ARIPIPRAZOLE;60;2;31255;8.191.391,67;8.602.995,90;313513
N05AX13;PALIPERIDONE;0;1;784;610.921,25;737.290,84;5365
N05AX13;PALIPERIDONE;0;2;194;111.970,68;138.176,89;1155
N05AX13;PALIPERIDONE;20;1;31009;47.801.713,04;50.048.549,68;258511
N05AX13;PALIPERIDONE;20;2;10618;14.689.177,89;15.335.312,62;87919
N05AX13;PALIPERIDONE;60;1;3375;4.684.721,47;4.800.105,74;29072
N05AX13;PALIPERIDONE;60;2;3800;4.913.976,81;5.040.814,53;33344
N05BA01;DIAZEPAM;0;1;12953;42.885,21;54.751,96;37140
N05BA01;DIAZEPAM;0;2;15606;45.544,19;59.190,28;43952
N05BA01;DIAZEPAM;0;9;14;12,97;17,48;19
N05BA01;DIAZEPAM;20;1;360844;1.894.930,53;2.320.847,01;2027545
N05BA01;DIAZEPAM;20;2;377809;1.345.285,33;1.629.703,56;1457890
N05BA01;DIAZEPAM;60;1;111641;453.174,49;530.128,82;450887
N05BA01;DIAZEPAM;60;2;146343;573.643,74;670.384,70;557932
N05BA01;DIAZEPAM;99;1;30;58,13;67,04;61
N05BA01;DIAZEPAM;99;2;43;68,91;87,23;84
N05BA01;DIAZEPAM;99;9;26;32,33;42,18;41
N05BA04;OXAZEPAM;0;1;7750;27.878,61;38.510,67;27063
N05BA04;OXAZEPAM;0;2;17342;60.165,98;84.534,39;61242
N05BA04;OXAZEPAM;20;1;369844;5.229.610,24;6.395.514,19;3960158
N05BA04;OXAZEPAM;20;2;527569;5.019.486,29;6.188.534,54;4064578
N05BA04;OXAZEPAM;60;1;377413;4.604.683,16;5.429.320,99;3733786
N05BA04;OXAZEPAM;60;2;693052;8.251.529,73;9.880.633,04;7051485
N05BA04;OXAZEPAM;99;1;197;1.662,93;1.826,90;1290
N05BA04;OXAZEPAM;99;2;172;1.119,75;1.259,44;984
N05BA05;CLORAZEPATE POTASSIQUE;0;1;438;4.801,87;6.023,51;2971
N05BA05;CLORAZEPATE POTASSIQUE;0;2;754;5.730,82;7.719,04;3979
N05BA05;CLORAZEPATE POTASSIQUE;20;1;19636;601.566,88;682.579,39;297857
N05BA05;CLORAZEPATE POTASSIQUE;20;2;22772;579.336,09;655.065,27;302291
N05BA05;CLORAZEPATE POTASSIQUE;60;1;16965;462.138,95;525.896,45;247576
N05BA05;CLORAZEPATE POTASSIQUE;60;2;31494;866.358,77;1.000.743,08;492549
N05BA05;CLORAZEPATE POTASSIQUE;99;9;11;140,68;163,71;107
N05BA06;LORAZEPAM;0;1;1979;10.319,24;13.647,03;10649
N05BA06;LORAZEPAM;0;2;4257;19.963,40;27.098,75;22291
N05BA06;LORAZEPAM;20;1;71886;922.971,48;1.083.220,77;767328
N05BA06;LORAZEPAM;20;2;110237;1.198.657,48;1.433.975,27;1050091
N05BA06;LORAZEPAM;60;1;99739;1.200.355,01;1.481.984,72;1115541
N05BA06;LORAZEPAM;60;2;229241;2.850.296,36;3.590.917,55;2802356
N05BA06;LORAZEPAM;99;1;24;199,01;213,89;144
N05BA06;LORAZEPAM;99;2;43;198,55;240,58;182
N05BA08;BROMAZEPAM;0;1;3423;7.743,84;11.063,33;6524
N05BA08;BROMAZEPAM;0;2;7883;16.175,61;23.470,49;13821
N05BA08;BROMAZEPAM;20;1;194045;1.272.958,41;1.638.194,85;965690
N05BA08;BROMAZEPAM;20;2;362290;2.050.971,62;2.663.485,25;1568395
N05BA08;BROMAZEPAM;60;1;244808;1.578.912,60;2.004.862,22;1182345
N05BA08;BROMAZEPAM;60;2;579047;3.774.938,15;4.883.664,86;2881087
N05BA08;BROMAZEPAM;99;1;56;390,39;461,37;273
N05BA08;BROMAZEPAM;99;2;98;605,10;733,46;434
N05BA08;BROMAZEPAM;99;9;68;209,49;260,87;154
N05BA09;CLOBAZAM;0;1;4834;60.500,76;67.368,44;38731
N05BA09;CLOBAZAM;0;2;4663;52.704,41;58.609,66;34456
N05BA09;CLOBAZAM;20;1;31523;503.195,15;551.079,30;287442
N05BA09;CLOBAZAM;20;2;31605;489.345,38;539.645,68;287413
N05BA09;CLOBAZAM;60;1;19728;296.914,58;335.599,52;181804
N05BA09;CLOBAZAM;60;2;25020;418.015,93;489.567,19;260043
N05BA11;PRAZEPAM;0;1;3477;15.264,55;20.811,18;10285
N05BA11;PRAZEPAM;0;2;9399;37.645,39;53.208,25;26224
N05BA11;PRAZEPAM;20;1;110847;1.156.851,74;1.433.924,59;710614
N05BA11;PRAZEPAM;20;2;218748;1.945.346,41;2.455.308,01;1215365
N05BA11;PRAZEPAM;60;1;69389;748.872,19;911.256,77;450807
N05BA11;PRAZEPAM;60;2;173642;1.902.400,37;2.348.822,68;1160006
N05BA11;PRAZEPAM;99;1;15;236,10;248,00;124
N05BA11;PRAZEPAM;99;2;60;587,20;698,88;348
N05BA12;ALPRAZOLAM;0;1;18746;54.507,50;77.678,99;57693
N05BA12;ALPRAZOLAM;0;2;49580;144.358,18;208.538,42;157903
N05BA12;ALPRAZOLAM;0;9;14;50,74;70,95;43
N05BA12;ALPRAZOLAM;20;1;599921;4.190.606,14;5.416.782,06;3812380
N05BA12;ALPRAZOLAM;20;2;1153815;6.966.167,97;9.160.546,53;6577278
N05BA12;ALPRAZOLAM;20;9;11;32,26;36,30;22
N05BA12;ALPRAZOLAM;60;1;351210;3.121.022,56;3.837.247,05;2781131
N05BA12;ALPRAZOLAM;60;2;754216;7.058.233,98;8.809.368,64;6469647
N05BA12;ALPRAZOLAM;99;1;103;758,58;846,75;643
N05BA12;ALPRAZOLAM;99;2;188;1.080,64;1.298,85;973
N05BA12;ALPRAZOLAM;99;9;39;213,46;241,80;172
N05BA18;ETHYLE LOFLAZEPATE;0;1;45;109,56;166,05;71
N05BA18;ETHYLE LOFLAZEPATE;0;2;97;422,66;582,50;250
N05BA18;ETHYLE LOFLAZEPATE;20;1;2518;23.899,22;30.441,70;13047
N05BA18;ETHYLE LOFLAZEPATE;20;2;4030;37.089,70;47.523,57;20378
N05BA18;ETHYLE LOFLAZEPATE;20;9;13;29,82;39,61;17
N05BA18;ETHYLE LOFLAZEPATE;60;1;3372;39.550,39;50.634,86;21702
N05BA18;ETHYLE LOFLAZEPATE;60;2;6233;75.635,50;98.756,82;42318
N05BA18;ETHYLE LOFLAZEPATE;60;9;13;27,90;37,90;16
N05BA21;CLOTIAZEPAM;0;1;947;1.774,73;2.658,56;1843
N05BA21;CLOTIAZEPAM;0;2;2669;5.248,93;7.834,78;5519
N05BA21;CLOTIAZEPAM;20;1;32159;162.009,43;221.497,15;140157
N05BA21;CLOTIAZEPAM;20;2;65552;289.100,37;400.469,54;259891
N05BA21;CLOTIAZEPAM;60;1;24353;175.461,23;228.058,76;148535
N05BA21;CLOTIAZEPAM;60;2;53849;392.555,20;516.607,54;344070
N05BA21;CLOTIAZEPAM;99;9;23;172,67;186,03;103
N05BB01;HYDROXYZINE;0;1;92947;219.431,50;315.344,84;174943
N05BB01;HYDROXYZINE;0;2;133856;316.304,80;467.263,08;266532
N05BB01;HYDROXYZINE;0;9;14;24,99;35,51;21
N05BB01;HYDROXYZINE;20;1;281572;1.073.956,39;1.410.949,46;833898
N05BB01;HYDROXYZINE;20;2;543556;1.926.350,48;2.566.771,68;1514429
N05BB01;HYDROXYZINE;20;9;15;34,82;40,08;24
N05BB01;HYDROXYZINE;60;1;157130;912.345,23;1.137.423,37;672453
N05BB01;HYDROXYZINE;60;2;290924;1.809.872,42;2.294.267,38;1355614
N05BB01;HYDROXYZINE;99;1;79;456,49;502,67;301
N05BB01;HYDROXYZINE;99;2;86;497,58;596,09;352
N05BB01;HYDROXYZINE;99;9;12;31,90;40,08;24
N05BE01;BUSPIRONE;0;1;686;10.622,48;15.016,32;4266
N05BE01;BUSPIRONE;0;2;1830;28.721,27;39.671,07;11262
N05BE01;BUSPIRONE;20;1;17763;675.267,11;825.402,47;234089
N05BE01;BUSPIRONE;20;2;26754;832.864,99;1.016.664,23;288505
N05BE01;BUSPIRONE;60;1;6647;302.056,15;352.513,66;100045
N05BE01;BUSPIRONE;60;2;13848;595.478,78;696.045,60;197638
N05CD04;ESTAZOLAM;0;1;41;114,23;278,21;151
N05CD04;ESTAZOLAM;0;2;64;192,40;472,41;261
N05CD04;ESTAZOLAM;20;1;3388;25.658,35;50.497,79;27776
N05CD04;ESTAZOLAM;20;2;5438;45.029,89;84.882,92;46687
N05CD04;ESTAZOLAM;60;1;4361;31.307,02;76.804,72;42342
N05CD04;ESTAZOLAM;60;2;7742;61.186,45;149.829,24;82622
N05CD06;LORMETAZEPAM;0;1;1202;2.118,61;6.187,50;4976
N05CD06;LORMETAZEPAM;0;2;2679;5.355,86;15.180,20;12282
N05CD06;LORMETAZEPAM;20;1;99912;720.413,03;1.318.559,42;1019394
N05CD06;LORMETAZEPAM;20;2;151219;1.054.550,15;2.034.672,49;1582056
N05CD06;LORMETAZEPAM;20;9;13;13,94;24,24;24
N05CD06;LORMETAZEPAM;60;1;85428;653.589,66;1.347.380,10;1050952
N05CD06;LORMETAZEPAM;60;2;162692;1.348.252,04;2.890.198,08;2275935
N05CD06;LORMETAZEPAM;99;1;43;247,67;398,80;310
N05CD06;LORMETAZEPAM;99;2;29;102,04;179,98;160
N05CD08;MIDAZOLAM;0;1;20485;1.968.521,02;2.598.367,17;32986
N05CD08;MIDAZOLAM;0;2;16604;1.617.123,39;2.124.837,20;27268
N05CD08;MIDAZOLAM;0;9;17;226,64;321,52;23
N05CD08;MIDAZOLAM;20;1;1942;320.864,44;351.886,60;5270
N05CD08;MIDAZOLAM;20;2;1904;258.158,42;291.194,28;4497
N05CD08;MIDAZOLAM;60;1;3986;225.837,79;244.832,92;9583
N05CD08;MIDAZOLAM;60;2;6043;343.669,92;375.160,57;15785
N05CD11;LOPRAZOLAM;0;1;226;600,70;1.755,70;723
N05CD11;LOPRAZOLAM;0;2;512;972,36;3.620,32;1496
N05CD11;LOPRAZOLAM;20;1;20986;148.438,38;336.857,81;138975
N05CD11;LOPRAZOLAM;20;2;33528;228.693,65;526.775,18;217198
N05CD11;LOPRAZOLAM;60;1;22269;169.657,85;434.051,98;178993
N05CD11;LOPRAZOLAM;60;2;36277;291.473,18;762.641,62;314623
N05CD11;LOPRAZOLAM;99;1;11;91,60;130,68;54
N05CF01;ZOPICLONE;0;1;4539;9.356,28;27.594,56;15024
N05CF01;ZOPICLONE;0;2;8750;17.447,82;57.530,05;31581
N05CF01;ZOPICLONE;20;1;319552;2.028.381,19;4.493.972,97;2376878
N05CF01;ZOPICLONE;20;2;438772;2.362.926,60;5.786.890,78;3071533
N05CF01;ZOPICLONE;20;9;12;12,28;25,74;26
N05CF01;ZOPICLONE;60;1;366538;2.730.587,15;6.392.091,07;3423359
N05CF01;ZOPICLONE;60;2;577066;4.398.817,53;11.060.062,77;5972801
N05CF01;ZOPICLONE;60;9;23;44,35;71,28;72
N05CF01;ZOPICLONE;99;1;151;1.127,29;1.727,82;943
N05CF01;ZOPICLONE;99;2;104;518,80;907,67;501
N05CF01;ZOPICLONE;99;9;14;45,98;67,20;35
N05CF02;ZOLPIDEM;0;1;624;1.069,59;3.950,57;2392
N05CF02;ZOLPIDEM;0;2;1237;2.321,81;7.543,87;4589
N05CF02;ZOLPIDEM;20;1;75202;435.268,58;1.146.890,44;695089
N05CF02;ZOLPIDEM;20;2;114820;670.316,94;1.804.949,17;1092949
N05CF02;ZOLPIDEM;60;1;121796;763.576,90;2.062.174,16;1249138
N05CF02;ZOLPIDEM;60;2;234269;1.505.857,94;4.519.146,78;2736502
N05CF02;ZOLPIDEM;99;1;21;143,34;249,28;152
N05CF02;ZOLPIDEM;99;2;14;95,28;170,56;104
N05CF04;ESZOPICLONE;20;1;15;17,63;35,42;22
N05CF04;ESZOPICLONE;20;2;31;24,47;90,16;56
N05CF04;ESZOPICLONE;20;9;17;26,89;51,52;32
N05CF04;ESZOPICLONE;60;2;12;8,94;32,20;20
N05CF04;ESZOPICLONE;60;9;24;26,57;67,62;42
N05CH01;MELATONINE;0;1;67267;24.438.823,25;30.714.835,63;437069
N05CH01;MELATONINE;0;2;44000;12.709.154,66;16.380.658,81;230970
N05CH01;MELATONINE;20;1;3948;743.847,35;882.738,11;11254
N05CH01;MELATONINE;20;2;7968;1.009.759,81;1.276.220,05;17166
N05CH01;MELATONINE;60;1;1881;333.925,53;385.918,83;5397
N05CH01;MELATONINE;60;2;2917;463.467,12;554.166,39;8188
N05CJ03;DARIDOREXANT;0;1;367;15.889,38;34.134,00;600
N05CJ03;DARIDOREXANT;0;2;875;39.737,66;91.365,34;1606
N05CJ03;DARIDOREXANT;20;1;16349;991.441,30;1.924.237,02;33780
N05CJ03;DARIDOREXANT;20;2;32001;1.951.580,12;3.742.278,68;65687
N05CJ03;DARIDOREXANT;60;1;11533;630.793,46;1.304.703,85;22901
N05CJ03;DARIDOREXANT;60;2;21702;1.140.995,85;2.344.484,30;41172
N06AA02;IMIPRAMINE;0;1;137;316,90;473,76;336
N06AA02;IMIPRAMINE;0;2;83;185,27;263,67;187
N06AA02;IMIPRAMINE;0;9;14;37,34;57,44;16
N06AA02;IMIPRAMINE;20;1;295;2.265,98;2.742,28;1798
N06AA02;IMIPRAMINE;20;2;472;3.161,06;3.883,98;2634
N06AA02;IMIPRAMINE;60;1;188;1.954,39;2.241,89;1511
N06AA02;IMIPRAMINE;60;2;346;3.556,88;4.184,04;2870
N06AA04;CLOMIPRAMINE;0;1;875;8.969,33;12.162,66;4563
N06AA04;CLOMIPRAMINE;0;2;1128;13.024,41;17.550,04;6539
N06AA04;CLOMIPRAMINE;0;9;15;24,43;34,96;16
N06AA04;CLOMIPRAMINE;20;1;22512;666.942,75;777.024,77;287667
N06AA04;CLOMIPRAMINE;20;2;34568;1.009.364,73;1.173.544,63;435197
N06AA04;CLOMIPRAMINE;60;1;17003;509.056,07;575.421,77;212631
N06AA04;CLOMIPRAMINE;60;2;42262;1.300.098,22;1.494.040,12;550846
N06AA04;CLOMIPRAMINE;99;9;11;111,63;124,32;48
N06AA06;TRIMIPRAMINE;0;1;32;930,51;1.221,38;137
N06AA06;TRIMIPRAMINE;0;2;37;568,70;816,39;94
N06AA06;TRIMIPRAMINE;20;1;680;45.999,64;53.674,66;5432
N06AA06;TRIMIPRAMINE;20;2;1190;65.753,90;76.322,16;7918
N06AA06;TRIMIPRAMINE;20;9;19;162,97;200,96;32
N06AA06;TRIMIPRAMINE;60;1;918;72.055,55;81.701,05;8431
N06AA06;TRIMIPRAMINE;60;2;2275;164.983,47;193.442,89;20441
N06AA09;AMITRIPTYLINE;0;1;5729;40.607,86;53.250,08;16905
N06AA09;AMITRIPTYLINE;0;2;11879;68.182,75;95.171,90;30033
N06AA09;AMITRIPTYLINE;20;1;124659;1.469.989,32;1.803.653,58;586414
N06AA09;AMITRIPTYLINE;20;2;299337;2.963.936,62;3.761.496,28;1207758
N06AA09;AMITRIPTYLINE;60;1;109670;1.391.071,72;1.640.212,89;525343
N06AA09;AMITRIPTYLINE;60;2;241130;2.967.853,65;3.632.761,93;1161815
N06AA09;AMITRIPTYLINE;99;1;69;693,95;781,71;243
N06AA09;AMITRIPTYLINE;99;2;130;1.293,19;1.488,22;461
N06AA09;AMITRIPTYLINE;99;9;12;539,71;582,54;219
N06AA12;DOXEPINE;0;1;31;121,95;149,35;103
N06AA12;DOXEPINE;0;2;94;727,74;897,65;455
N06AA12;DOXEPINE;20;1;1409;20.719,71;24.504,62;10354
N06AA12;DOXEPINE;20;2;2405;35.090,30;41.823,82;18491
N06AA12;DOXEPINE;60;1;1127;22.505,09;26.633,82;11163
N06AA12;DOXEPINE;60;2;2522;59.650,92;69.335,11;29465
N06AA16;DOSULEPINE;0;1;24;609,52;914,86;182
N06AA16;DOSULEPINE;0;2;67;1.429,40;2.013,28;401
N06AA16;DOSULEPINE;20;1;2071;113.243,53;135.892,43;26725
N06AA16;DOSULEPINE;20;2;3622;192.075,44;235.148,17;46454
N06AA16;DOSULEPINE;60;1;2345;143.033,99;169.599,84;33658
N06AA16;DOSULEPINE;60;2;7387;441.866,42;538.942,94;107406
N06AA21;MAPROTILINE;0;1;12;91,46;133,20;30
N06AA21;MAPROTILINE;0;2;22;150,07;222,00;50
N06AA21;MAPROTILINE;0;9;17;421,69;570,76;76
N06AA21;MAPROTILINE;20;1;497;21.737,28;25.400,58;3854
N06AA21;MAPROTILINE;20;2;915;37.031,74;44.388,14;6838
N06AA21;MAPROTILINE;60;1;935;49.055,01;57.630,02;9030
N06AA21;MAPROTILINE;60;2;2784;137.820,66;168.582,46;27135
N06AB03;FLUOXETINE;0;1;9972;191.419,62;261.822,92;86044
N06AB03;FLUOXETINE;0;2;29438;580.556,56;822.576,18;284624
N06AB03;FLUOXETINE;20;1;110284;2.931.444,47;3.739.595,86;1400973
N06AB03;FLUOXETINE;20;2;287600;8.250.401,11;10.734.732,19;4083517
N06AB03;FLUOXETINE;60;1;67157;2.121.451,04;2.542.044,09;964641
N06AB03;FLUOXETINE;60;2;185347;6.384.360,46;7.905.526,23;3049561
N06AB03;FLUOXETINE;60;9;11;80,75;86,24;22
N06AB03;FLUOXETINE;99;1;19;242,73;271,68;93
N06AB03;FLUOXETINE;99;2;35;533,03;611,12;234
N06AB03;FLUOXETINE;99;9;11;46,42;57,20;26
N06AB04;CITALOPRAM;0;1;299;4.864,61;7.111,23;1074
N06AB04;CITALOPRAM;0;2;648;9.972,25;14.670,77;2413
N06AB04;CITALOPRAM;20;1;16641;478.580,79;624.487,35;124467
N06AB04;CITALOPRAM;20;2;36298;1.078.142,02;1.447.771,84;282433
N06AB04;CITALOPRAM;60;1;23299;828.433,69;996.305,69;198833
N06AB04;CITALOPRAM;60;2;61356;2.305.841,58;2.875.754,61;563410
N06AB04;CITALOPRAM;60;9;11;47,69;58,76;13
N06AB05;PAROXETINE;0;1;6259;81.287,83;116.529,71;52804
N06AB05;PAROXETINE;0;2;15954;224.911,51;325.910,05;147680
N06AB05;PAROXETINE;20;1;251694;6.054.939,48;7.965.106,66;3605051
N06AB05;PAROXETINE;20;2;428018;9.665.280,86;13.079.617,29;5917662
N06AB05;PAROXETINE;60;1;168192;4.949.936,58;6.071.944,77;2748804
N06AB05;PAROXETINE;60;2;385187;11.399.092,92;14.433.295,08;6533448
N06AB05;PAROXETINE;99;1;39;864,49;974,60;443
N06AB05;PAROXETINE;99;2;106;1.757,38;2.056,08;751
N06AB05;PAROXETINE;99;9;47;512,38;578,60;263
N06AB06;SERTRALINE;0;1;20157;518.413,25;721.924,76;288133
N06AB06;SERTRALINE;0;2;50553;1.338.380,44;1.918.026,51;745487
N06AB06;SERTRALINE;20;1;159914;5.271.826,13;6.818.611,76;2263932
N06AB06;SERTRALINE;20;2;298668;9.261.751,39;12.357.437,59;4378953
N06AB06;SERTRALINE;60;1;88453;3.245.895,46;3.834.543,16;1495704
N06AB06;SERTRALINE;60;2;177853;6.604.047,22;7.993.516,95;3262799
N06AB06;SERTRALINE;60;9;14;146,99;159,90;39
N06AB06;SERTRALINE;99;1;21;459,81;475,60;116
N06AB06;SERTRALINE;99;2;42;504,68;627,56;200
N06AB06;SERTRALINE;99;9;34;456,39;493,29;277
N06AB08;FLUVOXAMINE;0;1;211;5.342,53;6.961,08;2181
N06AB08;FLUVOXAMINE;0;2;441;10.207,36;13.648,29;4323
N06AB08;FLUVOXAMINE;20;1;2592;100.603,72;117.682,53;39019
N06AB08;FLUVOXAMINE;20;2;2925;102.530,05;123.517,17;41044
N06AB08;FLUVOXAMINE;60;1;1632;71.086,69;83.251,04;27435
N06AB08;FLUVOXAMINE;60;2;3521;160.318,30;191.882,48;62990
N06AB10;ESCITALOPRAM;0;1;4294;47.967,54;69.881,11;14474
N06AB10;ESCITALOPRAM;0;2;11827;148.149,37;220.249,12;46271
N06AB10;ESCITALOPRAM;0;9;41;136,94;205,83;65
N06AB10;ESCITALOPRAM;20;1;202762;4.245.232,25;5.825.624,49;1247721
N06AB10;ESCITALOPRAM;20;2;429060;9.211.298,00;12.921.505,77;2762909
N06AB10;ESCITALOPRAM;20;9;13;72,14;83,04;16
N06AB10;ESCITALOPRAM;60;1;159681;4.738.594,80;5.876.726,94;1267054
N06AB10;ESCITALOPRAM;60;2;393297;12.171.549,96;15.581.549,24;3351312
N06AB10;ESCITALOPRAM;60;9;11;207,41;246,81;57
N06AB10;ESCITALOPRAM;99;1;25;516,48;560,23;121
N06AB10;ESCITALOPRAM;99;2;70;1.090,23;1.301,72;284
N06AB10;ESCITALOPRAM;99;9;60;693,38;780,93;171
N06AG02;MOCLOBEMIDE;0;1;12;503,46;581,04;81
N06AG02;MOCLOBEMIDE;0;2;21;928,79;1.344,20;188
N06AG02;MOCLOBEMIDE;20;1;583;49.353,54;57.648,97;8062
N06AG02;MOCLOBEMIDE;20;2;861;75.498,99;88.288,20;12348
N06AG02;MOCLOBEMIDE;60;1;909;85.247,66;97.754,80;13672
N06AG02;MOCLOBEMIDE;60;2;1750;178.628,23;204.483,85;28510
N06AX01;OXITRIPTAN;20;1;145;73.518,48;85.349,04;2121
N06AX01;OXITRIPTAN;20;2;129;58.251,42;64.786,40;1610
N06AX01;OXITRIPTAN;60;1;157;80.167,04;87.772,40;2177
N06AX01;OXITRIPTAN;60;2;177;82.519,33;91.596,86;2276
N06AX03;MIANSERINE;0;1;1122;9.139,02;12.620,78;4308
N06AX03;MIANSERINE;0;2;2759;22.571,64;31.362,70;11049
N06AX03;MIANSERINE;0;9;12;105,40;123,25;29
N06AX03;MIANSERINE;20;1;66944;1.354.939,19;1.642.172,76;536846
N06AX03;MIANSERINE;20;2;100455;1.723.112,60;2.125.834,56;712023
N06AX03;MIANSERINE;60;1;128584;3.002.663,00;3.573.064,94;1189879
N06AX03;MIANSERINE;60;2;270347;6.349.401,46;7.652.806,51;2584506
N06AX03;MIANSERINE;99;1;32;320,96;339,70;116
N06AX03;MIANSERINE;99;2;44;399,28;464,64;165
N06AX03;MIANSERINE;99;9;11;45,61;57,99;13
N06AX11;MIRTAZAPINE;0;1;1598;16.161,16;21.884,64;7576
N06AX11;MIRTAZAPINE;0;2;3481;39.323,95;53.066,93;18391
N06AX11;MIRTAZAPINE;20;1;91376;2.123.507,93;2.556.963,34;885711
N06AX11;MIRTAZAPINE;20;2;114107;2.342.315,60;2.824.121,95;978007
N06AX11;MIRTAZAPINE;60;1;105184;2.667.967,00;3.101.561,66;1073273
N06AX11;MIRTAZAPINE;60;2;205975;5.298.722,68;6.206.820,57;2148424
N06AX11;MIRTAZAPINE;99;1;39;665,86;694,08;241
N06AX11;MIRTAZAPINE;99;2;54;720,29;815,04;283
N06AX11;MIRTAZAPINE;99;9;39;431,28;466,56;162
N06AX14;TIANEPTINE;0;2;32;439,26;600,88;203
N06AX14;TIANEPTINE;20;1;1480;63.790,70;76.732,70;25222
N06AX14;TIANEPTINE;20;2;2355;94.070,54;116.686,51;37571
N06AX14;TIANEPTINE;60;1;2349;102.758,11;121.315,77;39761
N06AX14;TIANEPTINE;60;2;5809;268.576,30;327.834,02;105748
N06AX14;TIANEPTINE;99;9;11;216,20;253,25;80
N06AX16;VENLAFAXINE;0;1;3528;81.738,32;114.331,83;21495
N06AX16;VENLAFAXINE;0;2;9928;286.726,29;395.466,96;74710
N06AX16;VENLAFAXINE;0;9;11;48,01;70,78;15
N06AX16;VENLAFAXINE;20;1;182994;8.310.986,31;10.439.042,86;1972229
N06AX16;VENLAFAXINE;20;2;342250;15.377.843,39;19.606.683,90;3731548
N06AX16;VENLAFAXINE;60;1;121305;5.856.423,64;6.952.492,41;1379683
N06AX16;VENLAFAXINE;60;2;287500;14.398.739,13;17.430.570,09;3490787
N06AX16;VENLAFAXINE;60;9;11;139,81;141,52;29
N06AX16;VENLAFAXINE;99;1;26;540,70;595,36;122
N06AX16;VENLAFAXINE;99;2;41;961,23;1.079,80;225
N06AX16;VENLAFAXINE;99;9;55;881,78;998,90;210
N06AX17;MILNACIPRAN;0;1;15;147,07;223,52;44
N06AX17;MILNACIPRAN;0;2;57;815,08;1.099,82;215
N06AX17;MILNACIPRAN;20;1;1978;70.593,83;79.251,54;15450
N06AX17;MILNACIPRAN;20;2;5095;177.540,18;209.596,12;40891
N06AX17;MILNACIPRAN;60;1;1745;68.704,31;76.432,36;14920
N06AX17;MILNACIPRAN;60;2;5734;239.780,31;277.397,00;54137
N06AX17;MILNACIPRAN;99;2;12;75,04;82,24;16
N06AX21;DULOXETINE;0;1;648;8.031,11;10.915,72;2491
N06AX21;DULOXETINE;0;2;1738;28.046,52;38.866,98;8890
N06AX21;DULOXETINE;0;9;26;187,82;240,15;50
N06AX21;DULOXETINE;20;1;62418;1.957.399,88;2.357.713,24;537763
N06AX21;DULOXETINE;20;2;155140;4.932.728,10;6.072.822,57;1383878
N06AX21;DULOXETINE;60;1;61220;2.199.931,75;2.509.856,67;571867
N06AX21;DULOXETINE;60;2;140871;5.292.635,14;6.240.665,76;1420321
N06AX21;DULOXETINE;99;1;30;582,93;610,40;140
N06AX21;DULOXETINE;99;2;56;1.231,48;1.342,88;308
N06AX21;DULOXETINE;99;9;24;284,05;300,84;69
N06AX22;AGOMELATINE;0;1;29;387,00;1.305,00;87
N06AX22;AGOMELATINE;0;2;71;1.287,53;4.174,57;264
N06AX22;AGOMELATINE;0;9;23;345,00;1.365,00;91
N06AX22;AGOMELATINE;20;1;1982;163.717,96;279.882,83;17270
N06AX22;AGOMELATINE;20;2;3643;320.554,61;560.780,36;34012
N06AX22;AGOMELATINE;60;1;1339;141.065,53;215.896,26;13360
N06AX22;AGOMELATINE;60;2;2636;318.343,09;494.914,49;29775
N06AX26;VORTIOXETINE;0;1;1416;37.450,29;96.615,01;4449
N06AX26;VORTIOXETINE;0;2;3761;116.275,26;291.724,34;13724
N06AX26;VORTIOXETINE;20;1;77265;5.126.125,85;10.142.405,41;438994
N06AX26;VORTIOXETINE;20;2;136031;8.277.364,18;17.443.989,16;773104
N06AX26;VORTIOXETINE;60;1;37959;3.436.524,73;5.763.862,72;270861
N06AX26;VORTIOXETINE;60;2;75498;6.501.265,72;11.306.792,26;541741
N06AX26;VORTIOXETINE;99;2;21;614,29;959,91;56
N06BA04;METHYLPHENIDATE;0;1;111363;13.548.776,81;18.683.331,75;1235033
N06BA04;METHYLPHENIDATE;0;2;35762;3.746.497,36;5.223.216,05;352433
N06BA04;METHYLPHENIDATE;20;1;35029;5.129.741,04;6.882.047,09;484516
N06BA04;METHYLPHENIDATE;20;2;41237;4.925.268,18;6.629.828,64;481749
N06BA04;METHYLPHENIDATE;60;1;981;137.685,40;171.098,69;13710
N06BA04;METHYLPHENIDATE;60;2;995;148.139,44;182.512,16;15105
N06BA04;METHYLPHENIDATE;60;9;12;231,92;311,23;27
N06BA07;MODAFINIL;0;1;186;84.000,57;109.041,69;2799
N06BA07;MODAFINIL;0;2;271;103.808,40;139.616,07;3564
N06BA07;MODAFINIL;20;1;2757;1.776.716,18;2.226.676,98;57397
