ATC5;l_atc5;age;sexe;nbc;REM;BSE;BOITES
B03XA01;ERYTHROPOIETINE;20;2;6437;6.489.715,99;6.971.329,65;42113
B03XA01;ERYTHROPOIETINE;20;9;142;32.563,58;34.444,97;290
B03XA01;ERYTHROPOIETINE;60;1;28844;57.946.275,08;59.319.686,10;363138
B03XA01;ERYTHROPOIETINE;60;2;37662;54.747.219,67;57.380.453,16;356657
B03XA01;ERYTHROPOIETINE;60;9;14;637,38;733,68;24
B03XA01;ERYTHROPOIETINE;99;9;22;3.900,81;4.298,22;45
B03XA02;DARBEPOETINE ALFA;0;1;248;104.732,15;111.836,16;2803
B03XA02;DARBEPOETINE ALFA;0;2;203;87.902,85;98.770,53;2299
B03XA02;DARBEPOETINE ALFA;0;9;11;14.475,00;14.996,20;90
B03XA02;DARBEPOETINE ALFA;20;1;5269;6.006.571,83;6.198.550,84;51024
B03XA02;DARBEPOETINE ALFA;20;2;6480;9.239.796,15;9.560.477,11;69274
B03XA02;DARBEPOETINE ALFA;60;1;41700;79.096.591,66;80.476.460,01;581972
B03XA02;DARBEPOETINE ALFA;60;2;37529;69.012.232,54;70.607.953,67;520662
B03XA02;DARBEPOETINE ALFA;99;2;13;4.929,24;4.992,10;109
B03XA02;DARBEPOETINE ALFA;99;9;34;16.947,23;18.747,93;240
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;0;9;23;8.746,01;8.787,46;78
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;20;1;735;493.681,25;508.170,17;4181
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;20;2;846;642.515,73;655.634,06;5853
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;60;1;5301;3.631.231,09;3.676.135,27;36682
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;60;2;5113;3.402.679,00;3.454.894,48;38149
B03XA03;METHOXY POLYETHYLENE GLYCOL-EPOETINE BETA;99;9;14;2.793,21;2.793,21;45
B03XA05;ROXADUSTAT;20;1;243;128.957,31;133.112,04;1197
B03XA05;ROXADUSTAT;20;2;214;119.111,16;124.863,22;1078
B03XA05;ROXADUSTAT;60;1;1404;780.338,63;798.696,20;7634
B03XA05;ROXADUSTAT;60;2;1109;582.628,39;595.828,58;6042
B03XA06;LUSPATERCEPT;20;1;39;1.962.449,04;1.981.517,88;768
B03XA06;LUSPATERCEPT;20;2;29;1.200.321,52;1.215.764,91;515
B03XA06;LUSPATERCEPT;60;1;736;36.832.119,04;37.081.295,73;13694
B03XA06;LUSPATERCEPT;60;2;486;19.938.292,67;20.154.577,25;8045
B05BA03;HYDRATES DE CARBONE;0;1;882;10.932,69;13.831,93;5009
B05BA03;HYDRATES DE CARBONE;0;2;961;8.157,63;10.996,87;4329
B05BA03;HYDRATES DE CARBONE;0;9;11;103,49;159,21;87
B05BA03;HYDRATES DE CARBONE;20;1;4336;80.424,98;90.324,97;38879
B05BA03;HYDRATES DE CARBONE;20;2;9492;153.022,54;176.765,44;76797
B05BA03;HYDRATES DE CARBONE;20;9;15;450,11;486,76;172
B05BA03;HYDRATES DE CARBONE;60;1;28237;1.483.133,55;1.597.119,10;667572
B05BA03;HYDRATES DE CARBONE;60;2;57771;4.244.169,19;4.641.971,84;1956520
B05BA03;HYDRATES DE CARBONE;99;2;24;518,69;551,10;292
B05BA03;HYDRATES DE CARBONE;99;9;22;980,31;1.094,32;443
B05BA10;ASSOCIATIONS;0;1;38;34.967,66;37.486,82;321
B05BA10;ASSOCIATIONS;0;2;36;32.034,33;36.944,14;317
B05BA10;ASSOCIATIONS;0;9;12;10.211,01;11.772,40;95
B05BA10;ASSOCIATIONS;20;1;1944;2.951.288,67;3.087.154,25;26780
B05BA10;ASSOCIATIONS;20;2;2126;2.879.328,93;3.049.071,53;27275
B05BA10;ASSOCIATIONS;20;9;45;36.526,61;37.659,53;288
B05BA10;ASSOCIATIONS;60;1;6306;8.613.445,88;8.840.689,99;77934
B05BA10;ASSOCIATIONS;60;2;5090;6.956.212,19;7.163.613,15;64840
B05BA10;ASSOCIATIONS;60;9;44;49.059,45;49.842,35;374
B05BA10;ASSOCIATIONS;99;1;12;16.583,33;16.631,04;122
B05BA10;ASSOCIATIONS;99;9;27;33.863,50;34.862,66;298
B05BB01;ELECTROLYTES;0;1;8599;160.690,82;212.270,96;109505
B05BB01;ELECTROLYTES;0;2;9467;159.136,03;212.723,87;108826
B05BB01;ELECTROLYTES;20;1;79384;2.042.795,09;2.522.084,96;1290182
B05BB01;ELECTROLYTES;20;2;119187;2.778.110,45;3.462.860,94;1767639
B05BB01;ELECTROLYTES;60;1;123467;4.814.470,69;5.236.769,34;2520319
B05BB01;ELECTROLYTES;60;2;141308;6.520.052,24;7.128.445,56;3285618
B05BB01;ELECTROLYTES;99;1;53;7.760,21;7.803,52;3523
B05BB01;ELECTROLYTES;99;2;27;2.378,92;2.509,38;1192
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;0;1;341;8.639,37;11.820,76;4286
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;0;2;519;10.668,41;15.131,14;5637
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;20;1;2519;94.745,23;104.682,49;42127
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;20;2;7144;234.394,25;289.286,09;117444
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;60;1;7530;416.716,78;439.148,89;182585
B05BB02;ELECTROLYTES AVEC HYDRATES DE CARBONE;60;2;11807;702.101,50;755.518,04;320958
B05X;ELECTROLYTES;0;1;23;19.930,84;20.766,32;634
B05X;ELECTROLYTES;0;2;30;52.493,31;54.282,00;1660
B05X;ELECTROLYTES;20;1;567;156.090,45;162.700,24;4912
B05X;ELECTROLYTES;20;2;563;146.314,11;155.749,37;4736
B05X;ELECTROLYTES;60;1;1390;340.746,83;348.473,76;10558
B05X;ELECTROLYTES;60;2;1116;269.570,96;278.092,36;8458
B05XA02;SODIUM BICARBONATE;0;1;41098;120.178,40;169.180,87;66064
B05XA02;SODIUM BICARBONATE;0;2;39511;109.429,43;156.403,34;61031
B05XA02;SODIUM BICARBONATE;20;1;64629;543.310,71;622.978,95;240072
B05XA02;SODIUM BICARBONATE;20;2;122883;948.951,01;1.088.321,64;419866
B05XA02;SODIUM BICARBONATE;60;1;124269;1.710.227,83;1.817.131,62;700012
B05XA02;SODIUM BICARBONATE;60;2;171124;1.931.431,29;2.118.355,76;817650
B05XA02;SODIUM BICARBONATE;60;9;12;53,40;55,46;47
B05XA02;SODIUM BICARBONATE;99;1;52;417,11;434,06;161
B05XA02;SODIUM BICARBONATE;99;2;67;668,46;696,71;259
B05XA02;SODIUM BICARBONATE;99;9;46;193,68;222,92;107
B05XA03;SODIUM CHLORURE;0;1;149482;786.009,47;1.165.438,85;514330
B05XA03;SODIUM CHLORURE;0;2;129893;686.352,69;1.013.426,27;448184
B05XA03;SODIUM CHLORURE;20;1;244209;1.629.185,32;2.153.428,80;1005988
B05XA03;SODIUM CHLORURE;20;2;284938;1.801.526,48;2.390.001,56;1123170
B05XA03;SODIUM CHLORURE;20;9;14;155,28;176,15;65
B05XA03;SODIUM CHLORURE;60;1;284597;2.668.531,40;3.103.144,82;1441336
B05XA03;SODIUM CHLORURE;60;2;280006;2.904.702,34;3.372.183,49;1542486
B05XA03;SODIUM CHLORURE;99;1;68;354,52;381,03;173
B05XA03;SODIUM CHLORURE;99;2;52;311,13;348,85;155
B05XA03;SODIUM CHLORURE;99;9;42;1.678,95;1.737,08;787
B05XA05;SILICATE DE MAGNESIUM;0;1;36;2.197,70;2.471,07;287
B05XA05;SILICATE DE MAGNESIUM;0;2;15;236,78;318,57;37
B05XA05;SILICATE DE MAGNESIUM;20;1;333;33.068,31;34.335,62;3958
B05XA05;SILICATE DE MAGNESIUM;20;2;609;36.615,63;39.677,38;4576
B05XA05;SILICATE DE MAGNESIUM;60;1;505;46.157,93;47.208,49;5404
B05XA05;SILICATE DE MAGNESIUM;60;2;722;70.845,82;73.627,97;8526
B05XC;VITAMINES;0;1;114;20.086,51;25.940,28;430
B05XC;VITAMINES;0;2;166;23.117,14;30.701,51;524
B05XC;VITAMINES;0;9;15;1.581,16;1.732,08;70
B05XC;VITAMINES;20;1;2958;727.385,40;787.180,88;18799
B05XC;VITAMINES;20;2;5745;1.012.272,16;1.179.069,50;26438
B05XC;VITAMINES;60;1;7863;2.047.654,83;2.113.406,50;53990
B05XC;VITAMINES;60;2;6912;1.763.103,19;1.832.119,12;46002
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;0;1;44;6.519,93;7.057,72;218
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;0;2;62;6.138,99;7.439,36;252
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;20;1;2590;391.457,51;416.370,04;13882
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;20;2;3864;497.504,79;553.267,27;18456
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;60;1;7359;1.096.223,59;1.127.708,65;36653
B05XX;AUTRES ADDITIFS POUR SOLUTION INTRAVEINEUSE;60;2;6208;948.795,79;985.981,52;32474
B06AC05;LANADELUMAB;0;1;15;1.930.923,95;1.968.265,97;177
B06AC05;LANADELUMAB;0;2;21;2.791.902,93;2.858.288,75;239
B06AC05;LANADELUMAB;20;1;130;18.054.567,55;18.449.515,45;1597
B06AC05;LANADELUMAB;20;2;204;32.979.977,71;33.179.931,33;2891
B06AC05;LANADELUMAB;60;1;48;6.977.336,39;7.072.766,00;600
B06AC05;LANADELUMAB;60;2;61;9.364.679,33;9.407.468,69;857
B06AC06;BEROTRALSTAT;0;9;16;1.561.527,34;1.587.368,22;129
B06AC06;BEROTRALSTAT;20;1;36;2.659.620,48;2.887.985,01;258
B06AC06;BEROTRALSTAT;20;2;48;3.573.851,01;3.737.509,90;313
B06AC06;BEROTRALSTAT;60;1;12;1.289.706,06;1.289.706,06;117
B06AC06;BEROTRALSTAT;60;2;15;1.450.313,15;1.458.926,78;121
C01AA05;DIGOXINE;0;1;38;304,79;346,92;196
C01AA05;DIGOXINE;0;2;53;414,46;476,32;270
C01AA05;DIGOXINE;0;9;17;160,46;181,83;91
C01AA05;DIGOXINE;20;1;1955;27.817,88;29.441,29;14850
C01AA05;DIGOXINE;20;2;1214;16.058,47;17.188,65;8595
C01AA05;DIGOXINE;60;1;33675;566.598,34;583.103,29;295218
C01AA05;DIGOXINE;60;2;47200;759.869,29;787.489,08;398773
C01AA05;DIGOXINE;99;1;14;143,81;143,81;73
C01AA05;DIGOXINE;99;2;12;97,71;100,47;51
C01AA05;DIGOXINE;99;9;13;129,82;133,96;68
C01BA03;DISOPYRAMIDE;20;1;330;26.428,12;34.740,89;5622
C01BA03;DISOPYRAMIDE;20;2;325;20.938,18;32.642,91;5256
C01BA03;DISOPYRAMIDE;60;1;1039;79.515,77;108.351,60;17528
C01BA03;DISOPYRAMIDE;60;2;2292;160.317,03;247.694,94;40427
C01BA13;HYDROQUINIDINE;0;1;12;768,39;1.246,92;74
C01BA13;HYDROQUINIDINE;20;1;269;33.200,77;39.668,77;2551
C01BA13;HYDROQUINIDINE;20;2;108;12.392,88;15.052,84;968
C01BA13;HYDROQUINIDINE;60;1;318;35.492,33;46.123,71;2960
C01BA13;HYDROQUINIDINE;60;2;265;28.500,19;37.891,49;2435
C01BB02;MEXILETINE;0;1;54;475.861,56;528.567,78;211
C01BB02;MEXILETINE;0;2;29;262.012,61;282.854,52;114
C01BB02;MEXILETINE;20;1;277;3.458.486,02;3.660.311,16;1473
C01BB02;MEXILETINE;20;2;195;1.866.467,65;1.957.651,02;789
C01BB02;MEXILETINE;60;1;161;1.926.256,64;1.951.440,62;785
C01BB02;MEXILETINE;60;2;74;856.131,16;908.111,88;366
C01BC03;PROPAFENONE;0;1;15;195,07;504,40;106
C01BC03;PROPAFENONE;0;2;14;261,53;401,10;80
C01BC03;PROPAFENONE;20;1;1079;33.183,60;54.995,58;11724
C01BC03;PROPAFENONE;20;2;1431;37.355,55;68.936,75;14661
C01BC03;PROPAFENONE;60;1;6874;304.165,54;414.812,22;88272
C01BC03;PROPAFENONE;60;2;10527;392.328,35;597.725,62;127002
C01BC04;FLECAINIDE;0;1;608;20.313,60;30.380,09;3526
C01BC04;FLECAINIDE;0;2;562;16.317,96;25.804,85;2993
C01BC04;FLECAINIDE;20;1;29183;1.626.096,71;2.241.645,93;257505
C01BC04;FLECAINIDE;20;2;25200;1.296.995,61;1.952.511,76;223791
C01BC04;FLECAINIDE;60;1;137694;10.480.133,33;12.592.957,59;1453325
C01BC04;FLECAINIDE;60;2;167524;12.211.732,52;15.521.137,99;1789957
C01BC04;FLECAINIDE;99;1;22;470,13;527,65;61
C01BC04;FLECAINIDE;99;2;61;2.414,65;2.690,15;311
C01BC04;FLECAINIDE;99;9;56;1.391,19;1.511,10;166
C01BD01;AMIODARONE;0;1;101;2.433,47;2.834,95;382
C01BD01;AMIODARONE;0;2;61;1.367,33;1.535,66;205
C01BD01;AMIODARONE;0;9;28;303,12;338,40;47
C01BD01;AMIODARONE;20;1;20436;784.913,17;851.398,65;114696
C01BD01;AMIODARONE;20;2;5801;220.033,92;237.482,79;31757
C01BD01;AMIODARONE;20;9;13;171,15;181,90;25
C01BD01;AMIODARONE;60;1;241614;11.926.237,67;12.415.041,90;1678362
C01BD01;AMIODARONE;60;2;203143;10.036.861,02;10.563.273,31;1425868
C01BD01;AMIODARONE;99;1;132;5.379,53;5.485,30;749
C01BD01;AMIODARONE;99;2;99;3.925,60;4.021,20;551
C01BD01;AMIODARONE;99;9;35;1.084,28;1.110,00;139
C01BG07;CIBENZOLINE;20;1;112;15.279,06;18.368,72;1541
C01BG07;CIBENZOLINE;20;2;165;18.428,32;22.850,64;1917
C01BG07;CIBENZOLINE;60;1;1545;241.167,10;273.658,25;22955
C01BG07;CIBENZOLINE;60;2;2231;291.668,70;347.724,91;29168
C01CA17;MIDODRINE;0;1;354;5.811,16;8.200,71;717
C01CA17;MIDODRINE;0;2;1928;38.459,53;56.519,36;4784
C01CA17;MIDODRINE;20;1;4957;486.734,19;539.165,30;42276
C01CA17;MIDODRINE;20;2;19121;1.090.310,62;1.330.725,14;106572
C01CA17;MIDODRINE;60;1;15760;2.306.244,85;2.446.627,75;194503
C01CA17;MIDODRINE;60;2;17635;2.065.631,04;2.273.009,45;186874
C01CA17;MIDODRINE;99;9;11;553,83;608,18;94
C01CA24;EPINEPHRINE;0;1;61431;6.935.378,76;10.536.821,65;138930
C01CA24;EPINEPHRINE;0;2;39862;4.274.839,61;6.511.719,28;85896
C01CA24;EPINEPHRINE;0;9;11;708,44;1.089,90;18
C01CA24;EPINEPHRINE;20;1;53495;3.044.743,06;4.551.934,99;64773
C01CA24;EPINEPHRINE;20;2;80433;4.632.780,22;6.856.781,03;96397
C01CA24;EPINEPHRINE;60;1;30985;1.740.985,98;2.496.604,38;35989
C01CA24;EPINEPHRINE;60;2;39736;2.245.798,92;3.189.732,26;45617
C01CA24;EPINEPHRINE;99;2;12;285,47;439,18;14
C01DA02;NITROGLYCERINE;0;1;76;210,57;307,86;78
C01DA02;NITROGLYCERINE;0;2;79;256,79;364,68;92
C01DA02;NITROGLYCERINE;20;1;61385;691.051,24;757.968,83;132332
C01DA02;NITROGLYCERINE;20;2;25379;314.601,31;351.248,05;54078
C01DA02;NITROGLYCERINE;60;1;221920;6.064.433,41;6.277.297,70;747777
C01DA02;NITROGLYCERINE;60;2;134964;5.429.797,45;5.735.790,84;590115
C01DA02;NITROGLYCERINE;99;1;52;1.799,72;1.837,39;226
C01DA02;NITROGLYCERINE;99;2;12;680,09;717,57;67
C01DA08;ISOSORBIDE DINITRATE;20;1;2227;12.603,63;13.854,07;4111
C01DA08;ISOSORBIDE DINITRATE;20;2;797;4.178,80;4.819,10;1430
C01DA08;ISOSORBIDE DINITRATE;60;1;10109;64.746,32;67.975,12;20171
C01DA08;ISOSORBIDE DINITRATE;60;2;4903;28.149,61;30.717,55;9115
C01DX12;MOLSIDOMINE;20;1;2431;87.278,00;91.919,66;24576
C01DX12;MOLSIDOMINE;20;2;1626;58.684,12;62.159,32;16889
C01DX12;MOLSIDOMINE;20;9;26;78,86;87,14;40
C01DX12;MOLSIDOMINE;60;1;20168;977.725,00;999.776,74;272859
C01DX12;MOLSIDOMINE;60;2;14507;649.288,54;681.444,62;185199
C01DX16;NICORANDIL;20;1;3519;196.189,35;202.426,51;51036
C01DX16;NICORANDIL;20;2;1815;99.685,38;104.040,25;25859
C01DX16;NICORANDIL;60;1;32504;2.286.375,18;2.323.022,65;572195
C01DX16;NICORANDIL;60;2;17793;1.120.116,85;1.162.102,82;294745
C01DX16;NICORANDIL;99;1;21;986,67;998,64;292
C01EB17;IVABRADINE;0;1;70;3.037,07;3.733,36;255
C01EB17;IVABRADINE;0;2;279;10.833,42;15.073,22;1031
C01EB17;IVABRADINE;0;9;11;186,40;263,16;18
C01EB17;IVABRADINE;20;1;9309;1.066.036,39;1.108.013,16;75166
C01EB17;IVABRADINE;20;2;8136;743.254,49;841.762,05;57108
C01EB17;IVABRADINE;20;9;13;771,21;847,96;58
C01EB17;IVABRADINE;60;1;28182;3.703.310,05;3.774.421,10;256879
C01EB17;IVABRADINE;60;2;18794;2.264.809,04;2.382.604,61;161978
C01EB17;IVABRADINE;60;9;24;979,14;984,26;67
C01EB17;IVABRADINE;99;9;11;861,12;891,82;61
C01EB24;MAVACAMTEN;20;1;270;1.433.884,71;1.542.642,74;1112
C01EB24;MAVACAMTEN;20;2;123;654.593,29;667.669,16;482
C01EB24;MAVACAMTEN;60;1;267;1.421.923,98;1.457.623,18;1050
C01EB24;MAVACAMTEN;60;2;391;2.044.970,70;2.126.096,30;1529
C02AB02;METHYLDOPA (RACEMIQUE);0;1;11;143,58;162,54;54
C02AB02;METHYLDOPA (RACEMIQUE);0;2;29;236,04;305,84;98
C02AB02;METHYLDOPA (RACEMIQUE);20;1;498;19.658,93;24.219,62;5817
C02AB02;METHYLDOPA (RACEMIQUE);20;2;7841;223.065,33;302.911,13;77091
C02AB02;METHYLDOPA (RACEMIQUE);60;1;1478;84.926,83;92.588,39;23477
C02AB02;METHYLDOPA (RACEMIQUE);60;2;2176;113.040,84;129.645,20;34246
C02AB02;METHYLDOPA (RACEMIQUE);99;9;12;223,55;252,94;49
C02AC01;CLONIDINE;0;1;810;22.350,57;26.376,70;7690
C02AC01;CLONIDINE;0;2;421;9.882,88;11.445,61;3336
C02AC01;CLONIDINE;20;1;1737;45.572,73;53.193,95;15452
C02AC01;CLONIDINE;20;2;2038;41.739,60;50.659,43;14709
C02AC01;CLONIDINE;60;1;2082;81.871,38;90.384,14;26225
C02AC01;CLONIDINE;60;2;3327;113.534,80;131.798,07;38303
C02AC05;MOXONIDINE;20;1;1918;76.893,18;93.670,57;12233
C02AC05;MOXONIDINE;20;2;1264;45.556,96;57.178,49;7753
C02AC05;MOXONIDINE;60;1;10465;559.111,82;620.141,52;84994
C02AC05;MOXONIDINE;60;2;11931;577.804,57;671.025,79;96777
C02AC06;RILMENIDINE;0;2;15;167,31;226,10;35
C02AC06;RILMENIDINE;0;9;24;181,83;469,37;41
C02AC06;RILMENIDINE;20;1;23024;1.093.640,33;1.634.346,01;151870
C02AC06;RILMENIDINE;20;2;15528;623.345,64;1.023.887,83;95700
C02AC06;RILMENIDINE;20;9;11;80,10;122,74;19
C02AC06;RILMENIDINE;60;1;102037;7.161.465,47;8.834.232,55;853764
C02AC06;RILMENIDINE;60;2;116856;7.103.465,83;9.820.847,80;978526
C02AC06;RILMENIDINE;99;1;40;1.675,84;1.903,44;236
C02AC06;RILMENIDINE;99;2;51;2.619,69;2.997,26;365
C02AC06;RILMENIDINE;99;9;46;1.305,54;1.440,49;222
C02CA01;PRAZOSINE;0;1;313;11.626,74;15.973,65;1294
C02CA01;PRAZOSINE;0;2;1640;58.869,30;78.691,16;6388
C02CA01;PRAZOSINE;20;1;5324;378.091,40;459.064,64;29025
C02CA01;PRAZOSINE;20;2;7403;416.536,23;500.872,24;36228
C02CA01;PRAZOSINE;60;1;7753;1.041.644,72;1.125.010,19;62486
C02CA01;PRAZOSINE;60;2;7016;824.749,80;924.436,21;54922
C02CA04;DOXAZOSINE;0;9;25;70,56;221,91;39
C02CA04;DOXAZOSINE;20;1;6121;92.975,31;240.835,01;42177
C02CA04;DOXAZOSINE;20;2;326;6.073,50;8.728,38;1533
C02CA04;DOXAZOSINE;60;1;48369;1.127.180,33;2.634.844,87;461177
C02CA04;DOXAZOSINE;60;2;796;15.060,68;22.863,55;4011
C02CA04;DOXAZOSINE;99;1;39;576,40;1.456,64;256
C02CA06;URAPIDIL;0;1;96;3.800,84;4.261,04;846
C02CA06;URAPIDIL;0;2;82;2.661,84;2.965,02;538
C02CA06;URAPIDIL;0;9;42;431,34;493,32;123
C02CA06;URAPIDIL;20;1;29250;1.836.739,19;2.111.734,05;398898
C02CA06;URAPIDIL;20;2;17486;869.279,60;1.020.920,63;199587
C02CA06;URAPIDIL;60;1;106682;8.515.658,67;9.139.364,53;1786466
C02CA06;URAPIDIL;60;2;103380;7.105.900,32;7.920.665,84;1618336
C02CA06;URAPIDIL;99;1;64;3.336,91;3.385,74;598
C02CA06;URAPIDIL;99;2;82;4.715,68;4.884,35;936
C02CA06;URAPIDIL;99;9;56;839,41;869,44;176
C02DC01;MINOXIDIL;0;1;31;523,58;630,50;97
C02DC01;MINOXIDIL;0;2;11;759,20;832,00;128
C02DC01;MINOXIDIL;20;1;1947;48.932,82;61.741,29;8498
C02DC01;MINOXIDIL;20;2;418;7.074,98;8.724,90;1174
C02DC01;MINOXIDIL;60;1;742;47.545,83;50.095,10;6235
C02DC01;MINOXIDIL;60;2;365;13.716,59;15.007,90;2007
C02LA01;RESERPINE ET DIURETIQUES;20;1;57;672,05;891,90;511
C02LA01;RESERPINE ET DIURETIQUES;20;2;71;834,81;1.201,36;676
C02LA01;RESERPINE ET DIURETIQUES;60;1;328;6.028,70;7.491,28;4285
C02LA01;RESERPINE ET DIURETIQUES;60;2;589;9.821,28;13.002,54;7436
C03AA03;HYDROCHLOROTHIAZIDE;0;1;220;1.153,41;1.394,79;729
C03AA03;HYDROCHLOROTHIAZIDE;0;2;240;698,45;922,83;517
C03AA03;HYDROCHLOROTHIAZIDE;20;1;74236;489.252,29;626.158,34;309186
C03AA03;HYDROCHLOROTHIAZIDE;20;2;62498;377.926,62;502.894,80;252263
C03AA03;HYDROCHLOROTHIAZIDE;60;1;232088;1.858.160,32;2.134.410,83;1122573
C03AA03;HYDROCHLOROTHIAZIDE;60;2;275097;2.036.630,39;2.476.319,81;1339642
C03AA03;HYDROCHLOROTHIAZIDE;99;1;135;1.013,88;1.068,87;600
C03AA03;HYDROCHLOROTHIAZIDE;99;2;151;1.014,91;1.110,62;638
C03AA03;HYDROCHLOROTHIAZIDE;99;9;11;12,59;15,26;14
C03BA11;INDAPAMIDE;0;1;11;109,54;149,89;13
C03BA11;INDAPAMIDE;0;9;24;172,32;262,22;35
C03BA11;INDAPAMIDE;20;1;31283;891.637,73;1.135.149,95;149120
C03BA11;INDAPAMIDE;20;2;25151;675.401,98;895.328,98;118848
C03BA11;INDAPAMIDE;60;1;106204;3.815.113,51;4.386.782,32;606367
C03BA11;INDAPAMIDE;60;2;120350;4.052.575,24;4.959.351,28;700800
C03BA11;INDAPAMIDE;60;9;13;61,69;70,38;17
C03BA11;INDAPAMIDE;99;1;29;538,29;568,30;98
C03BA11;INDAPAMIDE;99;2;46;750,91;863,40;155
C03BA11;INDAPAMIDE;99;9;77;1.516,86;1.697,38;271
C03BX03;CICLETANINE;20;1;580;40.134,74;52.942,95;4593
C03BX03;CICLETANINE;20;2;757;50.151,87;67.835,73;5652
C03BX03;CICLETANINE;60;1;4341;379.943,17;453.369,83;39991
C03BX03;CICLETANINE;60;2;8541;707.804,37;904.130,84;81417
C03CA01;FUROSEMIDE;0;1;1664;33.930,24;39.197,13;5935
C03CA01;FUROSEMIDE;0;2;1683;33.545,92;38.362,57;5533
C03CA01;FUROSEMIDE;0;9;66;687,94;746,65;225
C03CA01;FUROSEMIDE;20;1;77148;1.520.751,83;1.627.227,29;563103
C03CA01;FUROSEMIDE;20;2;79544;1.027.614,74;1.132.924,08;466577
C03CA01;FUROSEMIDE;60;1;743043;16.214.069,64;16.735.704,06;7436297
C03CA01;FUROSEMIDE;60;2;875542;16.924.096,88;17.924.515,98;8870627
C03CA01;FUROSEMIDE;99;1;547;11.638,69;11.778,46;4298
C03CA01;FUROSEMIDE;99;2;454;9.166,35;9.299,19;3501
C03CA01;FUROSEMIDE;99;9;72;785,03;794,41;180
C03CA02;BUMETANIDE;0;1;66;1.508,09;1.911,36;528
C03CA02;BUMETANIDE;0;2;24;404,70;523,20;144
C03CA02;BUMETANIDE;20;1;931;50.551,41;53.886,59;8095
C03CA02;BUMETANIDE;20;2;2006;68.348,34;81.460,39;12842
C03CA02;BUMETANIDE;60;1;9565;609.843,44;628.170,68;94863
C03CA02;BUMETANIDE;60;2;13324;739.894,96;796.194,50;131090
C03CA02;BUMETANIDE;99;9;12;279,83;282,36;78
C03CA03;PIRETANIDE;20;1;63;2.257,14;2.703,54;435
C03CA03;PIRETANIDE;20;2;91;2.718,84;3.533,38;562
C03CA03;PIRETANIDE;60;1;397;19.122,45;21.206,05;3395
C03CA03;PIRETANIDE;60;2;768;34.146,31;40.603,23;6497
C03DA01;SPIRONOLACTONE;0;1;781;14.917,92;16.587,76;3454
C03DA01;SPIRONOLACTONE;0;2;4063;55.972,89;81.885,01;15220
C03DA01;SPIRONOLACTONE;0;9;36;191,13;257,31;47
C03DA01;SPIRONOLACTONE;20;1;59562;1.411.792,12;1.601.717,47;323059
C03DA01;SPIRONOLACTONE;20;2;100174;1.997.850,13;2.631.832,54;484594
C03DA01;SPIRONOLACTONE;60;1;229285;5.698.544,88;6.074.404,75;1289988
C03DA01;SPIRONOLACTONE;60;2;306738;7.710.084,82;8.807.926,96;1842348
C03DA01;SPIRONOLACTONE;99;1;107;2.150,07;2.182,21;525
C03DA01;SPIRONOLACTONE;99;2;111;1.807,29;1.884,55;454
C03DA01;SPIRONOLACTONE;99;9;70;775,90;791,72;133
C03DA04;EPLERENONE;0;1;83;5.420,57;5.665,92;353
C03DA04;EPLERENONE;0;9;11;210,07;220,35;15
C03DA04;EPLERENONE;20;1;27075;3.748.436,42;3.977.663,12;198787
C03DA04;EPLERENONE;20;2;4988;647.000,93;686.672,65;33781
C03DA04;EPLERENONE;60;1;83221;12.087.630,32;12.450.378,56;629795
C03DA04;EPLERENONE;60;2;26291;3.546.221,21;3.678.941,24;190412
C03DA04;EPLERENONE;99;1;54;3.957,01;3.988,05;202
C03DA04;EPLERENONE;99;9;32;1.489,83;1.518,61;53
C03DB01;AMILORIDE;0;1;26;643,30;725,09;322
C03DB01;AMILORIDE;0;2;21;352,42;389,43;166
C03DB01;AMILORIDE;20;1;2436;59.922,72;72.209,18;31909
C03DB01;AMILORIDE;20;2;1457;30.884,87;37.344,68;16484
C03DB01;AMILORIDE;60;1;5638;161.144,49;179.949,43;79634
C03DB01;AMILORIDE;60;2;3189;69.149,30;81.306,53;35978
C03EA01;HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES;0;2;11;29,14;42,30;18
C03EA01;HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES;20;1;2442;37.234,64;48.060,61;13719
C03EA01;HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES;20;2;3442;48.879,25;65.410,88;19177
